dataset,model,size,variant,seed,pearson_r,rel_diff_pct,scale_ratio,seg_ari,ari_ground_a,ari_ground_b
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,62,0.9989359455338168,19.50862997687047,1.1950862997687046,0.777249910580497,0.17522819886024424,0.17654640591486354
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,63,0.9989359455338168,19.50862997687047,1.1950862997687046,0.777249910580497,0.17522819886024424,0.17654640591486354
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,64,0.9989359455338168,19.50862997687047,1.1950862997687046,0.777249910580497,0.17522819886024424,0.17654640591486354
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,65,0.9989359455338166,19.508629976870466,1.1950862997687048,0.777249910580497,0.17522819886024424,0.17654640591486354
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,66,0.99834771937481,19.203166366183716,1.192031663661837,0.8656262520572554,0.13305267819933492,0.16095809524367188
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,67,0.9984928976331089,19.31819162920889,1.193181916292089,0.779296331058782,0.1807471991327349,0.17591018855829765
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,68,0.9983864655592402,19.15989836621203,1.1915989836621201,0.8963349912836435,0.16075898384157195,0.20294063687928063
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,69,0.9983864655592402,19.159898366212033,1.1915989836621204,0.8963349912836435,0.16075898384157195,0.20294063687928063
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,70,0.9989359455338167,19.508629976870477,1.195086299768705,0.777249910580497,0.17522819886024424,0.17654640591486354
synthetic_control,SOM_15x15_RECT_planar,15x15,RECT_planar,71,0.9989359455338168,19.50862997687047,1.1950862997687046,0.7860669398721298,0.17522819886024424,0.1787865263843369
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,42,0.9993316856755841,20.33286635641412,1.2033286635641411,0.7888942109671097,0.12631109909335791,0.14780213456327357
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,43,0.9993490935508682,20.217135162871685,1.202171351628717,0.808769357351706,0.11851532064860552,0.13331015587658654
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,44,0.999349093550868,20.21713516287169,1.202171351628717,0.8051705743258839,0.11828721638780187,0.13126700397415922
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,45,0.9993316856755841,20.332866356414115,1.2033286635641411,0.8636596945977159,0.13922631105921174,0.1442179755926806
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,46,0.9993490935508681,20.21713516287169,1.202171351628717,0.7813462626070291,0.11851532064860552,0.1380118746555151
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,47,0.9993495440269727,20.337009941155525,1.2033700994115553,0.9251037895474277,0.14218996702851164,0.14407235622873923
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,48,0.9993864560949322,20.43076401653084,1.2043076401653086,0.500621308533921,0.09492604602073382,0.122512690633516
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,49,0.9993376632551462,20.283702580120693,1.202837025801207,0.9157489780080774,0.1417299806330802,0.14283633180821995
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,50,0.9993316856755838,20.33286635641412,1.2033286635641411,0.7691365329485078,0.1398929021979868,0.1397347590965071
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,51,0.9993981398821468,20.285683144589218,1.202856831445892,0.917788045735325,0.11374054946403404,0.12871183229742145
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,52,0.9993316856755842,20.332866356414115,1.203328663564141,0.8496910187800106,0.1398929021979868,0.14780213456327357
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,53,0.9993864560949323,20.43076401653084,1.2043076401653086,0.5098956105843047,0.09434157246615371,0.122512690633516
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,54,0.9993981398821465,20.285683144589218,1.202856831445892,0.9295517438208503,0.11316491008355765,0.12871183229742145
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,55,0.9993490935508683,20.217135162871685,1.202171351628717,0.808769357351706,0.11851532064860552,0.13331015587658654
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,56,0.9993490935508681,20.217135162871685,1.2021713516287171,0.7311113891040817,0.11851532064860552,0.14983282061430928
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,57,0.9993981398821467,20.285683144589214,1.202856831445892,0.917788045735325,0.11374054946403404,0.12871183229742145
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,58,0.9993089383753601,20.28077881210892,1.2028077881210892,0.7366655784742238,0.12172661077592847,0.12208017006058194
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,59,0.9993981398821467,20.285683144589218,1.202856831445892,0.960136669214967,0.11316491008355765,0.12348261997020367
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,60,0.9993355453350407,20.259863402931845,1.2025986340293184,0.7473720895250833,0.14602180770472095,0.1646417313145383
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,61,0.9994622464540242,20.341933720750934,1.203419337207509,0.708827047492925,0.09940270500675578,0.1049898501679983
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,62,0.999331685675584,20.33286635641412,1.2033286635641411,0.8496910187800106,0.1398929021979868,0.14780213456327357
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,63,0.9993864560949324,20.43076401653084,1.2043076401653086,0.5098956105843047,0.09434157246615371,0.122512690633516
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,64,0.9993490935508681,20.21713516287169,1.202171351628717,0.7714562974064159,0.11828721638780187,0.1380118746555151
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,65,0.9993249949049798,20.34785780651459,1.2034785780651458,0.8808462064236905,0.14784372227517728,0.1518705945682793
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,66,0.9993981398821467,20.28568314458921,1.202856831445892,0.917788045735325,0.11374054946403404,0.12871183229742145
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,67,0.9993089383753598,20.280778812108917,1.2028077881210892,0.7366655784742238,0.12172661077592847,0.12208017006058194
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,68,0.9993490935508682,20.217135162871685,1.202171351628717,0.7714562974064159,0.11828721638780187,0.1380118746555151
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,69,0.9993212707410526,20.28344837174166,1.2028344837174167,0.9334031202950794,0.1593948111199067,0.15347231671604625
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,70,0.9993490935508681,20.217135162871685,1.202171351628717,0.7813462626070291,0.11851532064860552,0.1380118746555151
synthetic_control,SOM_15x15_RECT_toroid,15x15,RECT_toroid,71,0.999331685675584,20.33286635641412,1.2033286635641414,0.8580205430498183,0.1398929021979868,0.14708810434248787
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,42,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7633230319511726,0.13839988660408534,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,43,0.999069828518948,19.703249355792238,1.1970324935579222,0.8025230245297283,0.14236503316146007,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,44,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7989553640975403,0.14007368717670943,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,45,0.9990698285189481,19.70324935579223,1.1970324935579222,0.8025230245297283,0.14236503316146007,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,46,0.9984926099996059,19.85753861332809,1.1985753861332806,0.9256922055907323,0.1669856028870222,0.17353278321413892
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,47,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7998199950435708,0.1422095167351938,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,48,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7820623952313775,0.14008957563612418,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,49,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7659036704289709,0.13839988660408534,0.15245555963555055
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,50,0.9985865086330966,19.52934456837782,1.195293445683778,0.7479805786037195,0.15198765152169913,0.14970385277815623
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,51,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7789345389266137,0.13839988660408534,0.15245555963555055
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,52,0.9990698285189481,19.70324935579223,1.1970324935579222,0.8117303014757972,0.14236503316146007,0.15245555963555055
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,53,0.9990698285189481,19.70324935579223,1.1970324935579222,0.8117303014757972,0.14236503316146007,0.15245555963555055
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,54,0.9984926099996061,19.85753861332809,1.1985753861332809,0.9256922055907323,0.1669856028870222,0.17353278321413892
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,55,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7859449066006585,0.14222966659223518,0.149318925779766
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,56,0.9990698285189481,19.70324935579223,1.1970324935579222,0.8681254391337555,0.13364735231522265,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,57,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7993074258761678,0.14248827583126703,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,58,0.9986319299333333,19.458869986486718,1.1945886998648672,0.9047921872996009,0.11117952375780153,0.11887614010470074
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,59,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7862268344939329,0.142197082870788,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,60,0.999069828518948,19.703249355792238,1.1970324935579222,0.7669966870139464,0.13839988660408534,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,61,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7554116270883764,0.1385568513626681,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,62,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7669966870139464,0.13839988660408534,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,63,0.9986319299333332,19.458869986486725,1.1945886998648672,0.9046238239730262,0.11117952375780153,0.1311582615525559
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,64,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7897084705241149,0.14222966659223518,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,65,0.999069828518948,19.703249355792238,1.1970324935579222,0.8025230245297283,0.14236503316146007,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,66,0.9990698285189481,19.70324935579223,1.1970324935579222,0.8054899303162865,0.14236503316146007,0.149318925779766
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,67,0.999069828518948,19.703249355792238,1.1970324935579222,0.773240945402609,0.14064640323821503,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,68,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7897084705241149,0.14222966659223518,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,69,0.9985865086330963,19.52934456837782,1.1952934456837783,0.76743911277976,0.15198765152169913,0.15039680842030106
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,70,0.9990698285189481,19.70324935579223,1.1970324935579222,0.8025230245297283,0.14236503316146007,0.14937404700360873
synthetic_control,SOM_20x20_RECT_planar,20x20,RECT_planar,71,0.9990698285189481,19.70324935579223,1.1970324935579222,0.7955284416321975,0.14222966659223518,0.14937404700360873
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,42,0.999436783177075,20.482560941283843,1.2048256094128384,0.9056028734590624,0.072070690706985,0.06058216551264717
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,43,0.9994498517050876,20.387911453477432,1.2038791145347743,0.8627138094204415,0.11233506977539594,0.10238328433197806
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,44,0.9995968724494197,20.508964460048528,1.2050896446004853,0.8497053821898478,0.09980477013438926,0.10208845417427806
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,45,0.9993987900228902,20.15803973291223,1.2015803973291224,0.9375481430877208,0.11140831805388417,0.10920470918257338
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,46,0.9994066242261355,20.432726026979033,1.2043272602697903,0.9313822209671101,0.07675011338701601,0.0732857435439937
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,47,0.9994917438301313,20.364466900030106,1.2036446690003009,0.449949321686531,0.08305734600576731,0.06893613810500991
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,48,0.9994486859359529,20.43456989808069,1.2043456989808068,0.942174028223902,0.08533715419160874,0.09170114281026538
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,49,0.9994540213054004,20.36477675824014,1.2036477675824013,0.9256604067463025,0.1029676812202804,0.09303200686110899
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,50,0.9994817712547192,20.427569426925903,1.204275694269259,0.42369705700821075,0.0721315704791381,0.07972677793954683
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,51,0.9993958118392272,20.43595554906451,1.2043595554906448,0.9220275569012928,0.08856844590267128,0.0878270665526986
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,52,0.9994609800442779,20.416311524804307,1.204163115248043,0.9111469631606908,0.08946663212790229,0.09177369119309912
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,53,0.9994310286747723,20.203404162617822,1.202034041626178,0.9137291994641938,0.11457774342684841,0.10850687369998331
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,54,0.999389812190397,20.457891705604588,1.2045789170560461,0.9204840871124674,0.1038042640908334,0.10141377455112013
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,55,0.9994804057879905,20.246123339372186,1.202461233393722,0.8819094119786071,0.09864790249920322,0.10049791496774611
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,56,0.9994597673079728,20.262105928695487,1.2026210592869548,0.7268388328133312,0.12823950303306886,0.12669788821190264
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,57,0.9993972086507051,20.412374463540008,1.2041237446354,0.8665408218228078,0.08112545558201294,0.09286895168606754
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,58,0.9993697123059918,20.43172730854455,1.2043172730854454,0.924835927743976,0.11243214370296345,0.11421842328892107
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,59,0.9994245332544192,20.462946827441566,1.2046294682744159,0.9148087964387582,0.10660334722279098,0.11014016287815638
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,60,0.9994830357875051,20.350212844226796,1.203502128442268,0.6710437056841144,0.09043988981093644,0.10244921691908161
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,61,0.9995741947623799,20.49883452824213,1.204988345282421,0.9483528902314087,0.09141309937779422,0.09501548423939207
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,62,0.9994684446233615,20.40417411178721,1.2040417411178723,0.9091464367660329,0.09447669507343344,0.08632815015524192
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,63,0.9995110669997983,20.41429453753923,1.2041429453753925,0.9500771963326383,0.10259080769282708,0.09675674328286572
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,64,0.9994508909520454,20.460225083400534,1.2046022508340053,0.6299322925840282,0.09561115213566293,0.07301114127219972
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,65,0.9994941025662635,20.283129043669888,1.202831290436699,0.9288320393670458,0.11677070013200934,0.11933889577674602
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,66,0.9993678374241726,20.36210740381473,1.2036210740381472,0.934923811829849,0.09239583269413588,0.0940595288194989
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,67,0.9995110669997981,20.414294537539227,1.204142945375392,0.947318160995529,0.10259080769282708,0.09635011821380496
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,68,0.9993894541163507,20.414874140791486,1.2041487414079148,0.9397000538844498,0.11183666756704258,0.1231675262022992
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,69,0.9994293914979393,20.432875110280552,1.2043287511028054,0.9049915527092333,0.0969104497399549,0.10161343970257351
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,70,0.9994896768225996,20.331558129111606,1.203315581291116,0.8665275989777459,0.0968439342534618,0.11189458590302237
synthetic_control,SOM_20x20_RECT_toroid,20x20,RECT_toroid,71,0.9994394071990111,20.261172773930877,1.2026117277393087,0.964123026382866,0.15421845724517327,0.15795878017783396
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,42,0.9951720799753273,17.615070966610677,1.1761507096661066,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,43,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,44,0.9910713923692922,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,45,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,46,0.9910713923692921,17.481584184847176,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,47,0.9910713923692926,17.481584184847172,1.174815841848472,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,48,0.9910713923692926,17.481584184847172,1.174815841848472,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,49,0.9951720799753273,17.615070966610677,1.1761507096661066,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,50,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,51,0.9910713923692926,17.481584184847172,1.174815841848472,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,52,0.9910713923692921,17.481584184847176,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,53,0.9951720799753271,17.615070966610684,1.1761507096661068,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,54,0.9910713923692923,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,55,0.9910713923692925,17.481584184847172,1.174815841848472,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,56,0.9910713923692926,17.481584184847172,1.174815841848472,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,57,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,58,0.9910713923692922,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,59,0.9910713923692923,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,60,0.9951720799753273,17.61507096661068,1.1761507096661068,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,61,0.9951720799753273,17.615070966610684,1.1761507096661068,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,62,0.9910713923692922,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,63,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,64,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,65,0.9910713923692921,17.481584184847176,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,66,0.9910713923692921,17.481584184847176,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,67,0.9951720799753272,17.615070966610684,1.1761507096661068,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,68,0.9910713923692926,17.481584184847172,1.174815841848472,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,69,0.9910713923692924,17.481584184847172,1.1748158418484718,0.3301872431115847,0.047038234925535646,0.03364040173816706
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,70,0.9951720799753272,17.615070966610684,1.1761507096661068,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_planar,5x5,RECT_planar,71,0.9951720799753272,17.615070966610684,1.1761507096661068,0.6441281138790036,0.040054360305870014,0.0559760954306403
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,42,0.9839578531887423,20.059762371998154,1.2005976237199816,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,43,0.9800284238623391,19.981008449196622,1.1998100844919664,0.9061997498659996,0.091712323842667,0.09031264770915538
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,44,0.9839578531887426,20.059762371998147,1.2005976237199811,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,45,0.983184727436957,20.063856948613378,1.200638569486134,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,46,0.9800284238623393,19.981008449196622,1.1998100844919664,0.9061997498659996,0.091712323842667,0.09031264770915538
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,47,0.983184727436957,20.063856948613378,1.2006385694861335,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,48,0.9839578531887423,20.059762371998154,1.2005976237199814,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,49,0.983957853188742,20.05976237199815,1.2005976237199816,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,50,0.9839578531887424,20.05976237199815,1.2005976237199818,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,51,0.9831847274369567,20.063856948613374,1.2006385694861335,0.3649917172832689,0.02273526111149522,0.09566192963889814
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,52,0.9831847274369568,20.063856948613378,1.2006385694861335,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,53,0.9839578531887421,20.05976237199815,1.2005976237199814,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,54,0.9839578531887423,20.05976237199815,1.2005976237199814,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,55,0.9831847274369568,20.063856948613378,1.2006385694861337,0.43401435670900057,0.01426612854093624,0.09566192963889814
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,56,0.9839578531887421,20.05976237199815,1.2005976237199816,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,57,0.9831847274369568,20.063856948613374,1.200638569486134,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,58,0.9831847274369567,20.063856948613378,1.2006385694861337,0.3649917172832689,0.02273526111149522,0.09566192963889814
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,59,0.9831847274369571,20.063856948613378,1.2006385694861337,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,60,0.9800284238623392,19.981008449196626,1.1998100844919664,0.9061997498659996,0.091712323842667,0.09031264770915538
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,61,0.9800284238623392,19.981008449196626,1.1998100844919664,0.9061997498659996,0.091712323842667,0.09031264770915538
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,62,0.9839578531887424,20.05976237199815,1.2005976237199816,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,63,0.9831847274369566,20.063856948613378,1.200638569486134,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,64,0.9831847274369567,20.063856948613378,1.200638569486134,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,65,0.9831847274369568,20.063856948613378,1.2006385694861337,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,66,0.9839578531887425,20.05976237199815,1.2005976237199816,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,67,0.9839578531887424,20.05976237199815,1.2005976237199816,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,68,0.9839578531887423,20.05976237199815,1.2005976237199814,0.6300018271514709,0.2680506737789796,0.0661052334323698
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,69,0.9831847274369568,20.063856948613374,1.2006385694861335,0.33352240499149177,0.02273526111149522,0.11216216175776186
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,70,0.9831847274369571,20.063856948613378,1.2006385694861335,0.3199290360733294,0.02273526111149522,0.16653956179399435
wine,SOM_5x5_RECT_toroid,5x5,RECT_toroid,71,0.9831847274369567,20.063856948613378,1.2006385694861337,0.3199290360733294,0.02273526111149522,0.16653956179399435
